ENSG00000001036
ENSG00000196387
ENSG00000196689
ENSG00000196814
ENSG00000196873
ENSG00000197019
ENSG00000197037
ENSG00000197063
ENSG00000197093
ENSG00000197301
ENSG00000197345
ENSG00000197353
ENSG00000197462
ENSG00000197712
ENSG00000197747
ENSG00000197841
ENSG00000197852
ENSG00000197872
ENSG00000197915
ENSG00000198134
ENSG00000198218
ENSG00000198355
ENSG00000198400
ENSG00000198435
ENSG00000198468
ENSG00000198517
ENSG00000198727
ENSG00000198763
ENSG00000198792
ENSG00000198793
ENSG00000198804
ENSG00000198865
ENSG00000198874
ENSG00000198888
ENSG00000198892
ENSG00000203709
ENSG00000203914
ENSG00000204103
ENSG00000204138
ENSG00000204382
ENSG00000204421
ENSG00000204472
ENSG00000204482
ENSG00000204560
ENSG00000204611
ENSG00000204822
ENSG00000205871
ENSG00000205959
ENSG00000206053
ENSG00000211698
ENSG00000211699
ENSG00000211725
ENSG00000211820
ENSG00000213145
ENSG00000213203
ENSG00000213246
ENSG00000213519
ENSG00000213626
ENSG00000213640
ENSG00000213658
ENSG00000213860
ENSG00000213923
ENSG00000214026
ENSG00000214046
ENSG00000214185
ENSG00000214203
ENSG00000214357
ENSG00000214654
ENSG00000214736
ENSG00000214999
ENSG00000215126
ENSG00000215472
ENSG00000215837
ENSG00000216915
ENSG00000219712
ENSG00000220256
ENSG00000221821
ENSG00000222005
ENSG00000223461
ENSG00000223478
ENSG00000223732
ENSG00000224091
ENSG00000224796
ENSG00000224860
ENSG00000225062
ENSG00000225138
ENSG00000225434
ENSG00000226057
ENSG00000226070
ENSG00000226087
ENSG00000226124
ENSG00000226302
ENSG00000226312
ENSG00000226648
ENSG00000226777
ENSG00000226798
ENSG00000227398
ENSG00000227591
ENSG00000227748
ENSG00000227863
ENSG00000228084
ENSG00000228203
ENSG00000228253
ENSG00000228278
ENSG00000228564
ENSG00000228655
ENSG00000228727
ENSG00000228857
ENSG00000229186
ENSG00000229402
ENSG00000229590
ENSG00000229656
ENSG00000230424
ENSG00000230965
ENSG00000230989
ENSG00000231081
ENSG00000231607
ENSG00000231680
ENSG00000231682
ENSG00000231721
ENSG00000231851
ENSG00000231955
ENSG00000232485
ENSG00000232671
ENSG00000232818
ENSG00000232956
ENSG00000233473
ENSG00000233554
ENSG00000234142
ENSG00000234520
ENSG00000234637
ENSG00000234961
ENSG00000235024
ENSG00000235248
ENSG00000235919
ENSG00000236535
ENSG00000237292
ENSG00000237436
ENSG00000237781
ENSG00000237950
ENSG00000237976
ENSG00000238249
ENSG00000239213
ENSG00000239300
ENSG00000239605
ENSG00000239626
ENSG00000239908
ENSG00000240859
ENSG00000241059
ENSG00000241163
ENSG00000241169
ENSG00000241258
ENSG00000241735
ENSG00000242324
ENSG00000242473
ENSG00000242622
ENSG00000242661
ENSG00000244306
ENSG00000245532
ENSG00000245719
ENSG00000246100
ENSG00000246263
ENSG00000247675
ENSG00000248319
ENSG00000248333
ENSG00000248385
ENSG00000248483
ENSG00000248712
ENSG00000249141
ENSG00000249249
ENSG00000249410
ENSG00000249806
ENSG00000249852
ENSG00000251458
ENSG00000251485
ENSG00000251578
ENSG00000253948
ENSG00000254288
ENSG00000254550
ENSG00000254604
ENSG00000255553
ENSG00000256664
ENSG00000256981
ENSG00000257052
ENSG00000257167
ENSG00000257526
ENSG00000257551
ENSG00000257900
ENSG00000258048
ENSG00000258099
ENSG00000258439
ENSG00000258559
ENSG00000258591
ENSG00000258760
ENSG00000258820
ENSG00000258903
ENSG00000258940
ENSG00000258957
ENSG00000259132
ENSG00000259146
ENSG00000259379
ENSG00000259446
ENSG00000259717
ENSG00000259780
ENSG00000260018
ENSG00000260179
ENSG00000260228
ENSG00000260236
ENSG00000260306
ENSG00000260351
ENSG00000260475
ENSG00000260572
ENSG00000260641
ENSG00000260682
ENSG00000260852
ENSG00000261002
ENSG00000261067
ENSG00000261342
ENSG00000261620
ENSG00000261645
ENSG00000261671
ENSG00000261821
ENSG00000262003
ENSG00000262185
ENSG00000262370
ENSG00000262732
ENSG00000262873
ENSG00000263257
ENSG00000264548
ENSG00000264739
ENSG00000264829
ENSG00000265148
ENSG00000265185
ENSG00000265289
ENSG00000265907
ENSG00000266094
ENSG00000266265
ENSG00000266389
ENSG00000266401
ENSG00000266412
ENSG00000267030
ENSG00000267226
ENSG00000267296
ENSG00000267397
ENSG00000267496
ENSG00000267534
ENSG00000267580
ENSG00000267598
ENSG00000267719
ENSG00000268403
ENSG00000269506
ENSG00000269564
ENSG00000269902
ENSG00000269929
ENSG00000270066
ENSG00000270069
ENSG00000270344
ENSG00000271131
ENSG00000271590
ENSG00000271643
ENSG00000271913
ENSG00000271952
ENSG00000272043
ENSG00000272273
ENSG00000272402
ENSG00000272456
ENSG00000272606
ENSG00000272620
ENSG00000272666
ENSG00000272735
ENSG00000272933
ENSG00000273008
ENSG00000273045
ENSG00000273059
ENSG00000273090
ENSG00000273142
ENSG00000273175
ENSG00000273210
ENSG00000273320
ENSG00000273338
ENSG00000273980
ENSG00000274386
ENSG00000274667
ENSG00000275111
ENSG00000275158
ENSG00000275210
ENSG00000275221
ENSG00000275302
ENSG00000275342
ENSG00000276180
ENSG00000276791
ENSG00000276968
ENSG00000277020
ENSG00000277245
ENSG00000277247
ENSG00000277297
ENSG00000277406
ENSG00000277587
ENSG00000278158
ENSG00000278259
ENSG00000278869
ENSG00000278918
ENSG00000279024
ENSG00000279033
ENSG00000279166
ENSG00000279265
ENSG00000279631
ENSG00000279782
ENSG00000280011
ENSG00000280228
ENSG00000280441
ENSG00000282572
ENSG00000283849
ENSG00000283959
ENSG00000283994
ENSG00000284237
ENSG00000284669
ENSG00000284673
ENSG00000285159
ENSG00000285269
ENSG00000286040
ENSG00000286070
ENSG00000286076
ENSG00000286116
ENSG00000286235
ENSG00000286256
ENSG00000286379
ENSG00000286789
ENSG00000286837
ENSG00000287003
ENSG00000287070
ENSG00000287100
ENSG00000287201
ENSG00000287222
ENSG00000287249
ENSG00000287261
ENSG00000287529
ENSG00000287537
ENSG00000287597
ENSG00000287690
ENSG00000287774
ENSG00000287776
ENSG00000287823
ENSG00000287860
ENSG00000287920
ENSG00000288007
ENSG00000288302
ENSG00000288731
ENSG00000288737
ENSG00000288826
ENSG00000288827
ENSG00000288845
ENSG00000288873
ENSG00000288890
ENSG00000288900
ENSG00000288906
ENSG00000288911
ENSG00000288919
ENSG00000288929
ENSG00000288937
ENSG00000288992
ENSG00000288999
ENSG00000289050
ENSG00000289061
ENSG00000289170
ENSG00000289226
ENSG00000289235
ENSG00000289295
ENSG00000289298
ENSG00000289319
ENSG00000289371
ENSG00000289378
ENSG00000289424
ENSG00000289469
ENSG00000289506
ENSG00000289517
ENSG00000289576
ENSG00000289610
ENSG00000289694
ENSG00000289745
ENSG00000289865
ENSG00000289939
ENSG00000289947
ENSG00000289962
ENSG00000289985
ENSG00000290021
ENSG00000290041
ENSG00000290059
ENSG00000290086
ENSG00000290368
ENSG00000290496
ENSG00000290692
ENSG00000293087
ENSG00000293137
ENSG00000293200
ENSG00000293226
ENSG00000293339
ENSG00000293465
ENSG00000293491
ENSG00000293581
ENSG00000293600
ENSG00000293670
ENSG00000293772
ENSG00000293798
ENSG00000294080
ENSG00000294468
ENSG00000294581
ENSG00000294616
ENSG00000294697
ENSG00000294979
ENSG00000295738
ENSG00000295894
ENSG00000295989
ENSG00000296325
ENSG00000296451
ENSG00000296491
ENSG00000296525
ENSG00000296775
ENSG00000296795
ENSG00000296880
ENSG00000296886
ENSG00000297032
ENSG00000297105
ENSG00000297165
ENSG00000297177
ENSG00000297198
ENSG00000297244
ENSG00000297296
ENSG00000297421
ENSG00000297569
ENSG00000297734
ENSG00000297810
ENSG00000298094
ENSG00000298198
ENSG00000298363
ENSG00000298539
ENSG00000299344
ENSG00000299462
ENSG00000299865
ENSG00000299963
ENSG00000299970
ENSG00000300050
ENSG00000300100
ENSG00000300213
ENSG00000300303
ENSG00000300467
ENSG00000300574
ENSG00000301157
ENSG00000301256
ENSG00000301443
ENSG00000301497
ENSG00000301903
ENSG00000302082
ENSG00000302182
ENSG00000302185
ENSG00000302328
ENSG00000302489
ENSG00000302962
ENSG00000303329
ENSG00000303385
ENSG00000303389
ENSG00000303691
ENSG00000303702
ENSG00000303820
ENSG00000303845
ENSG00000303897
ENSG00000304008
ENSG00000304289
ENSG00000304370
ENSG00000304609
ENSG00000304722
ENSG00000305107
ENSG00000305252
ENSG00000305420
ENSG00000305477
ENSG00000306057
ENSG00000306288
ENSG00000306382
ENSG00000306406
ENSG00000306475
ENSG00000306697
ENSG00000306730
ENSG00000307122
ENSG00000307150
ENSG00000307215
ENSG00000307222
ENSG00000307256
ENSG00000307765
ENSG00000307846
ENSG00000308009
ENSG00000308112
ENSG00000308325
ENSG00000308329
ENSG00000308437
ENSG00000308485
ENSG00000308524
ENSG00000309452
ENSG00000309524
ENSG00000309557
ENSG00000309927
ENSG00000309988
ENSG00000310074
ENSG00000310095
ENSG00000310540
