ENSG00000001036
ENSG00000003402
ENSG00000004487
ENSG00000005187
ENSG00000005194
ENSG00000007402
ENSG00000008405
ENSG00000010319
ENSG00000010803
ENSG00000011275
ENSG00000013725
ENSG00000015532
ENSG00000019102
ENSG00000019485
ENSG00000020256
ENSG00000025156
ENSG00000025293
ENSG00000029153
ENSG00000035141
ENSG00000037757
ENSG00000049247
ENSG00000051523
ENSG00000054967
ENSG00000055483
ENSG00000057935
ENSG00000062485
ENSG00000063046
ENSG00000064666
ENSG00000064763
ENSG00000065427
ENSG00000065675
ENSG00000065978
ENSG00000066468
ENSG00000066777
ENSG00000070366
ENSG00000070495
ENSG00000073331
ENSG00000073756
ENSG00000073849
ENSG00000075142
ENSG00000077150
ENSG00000078804
ENSG00000079435
ENSG00000081760
ENSG00000081985
ENSG00000083814
ENSG00000085563
ENSG00000085871
ENSG00000085872
ENSG00000086712
ENSG00000087087
ENSG00000087088
ENSG00000087842
ENSG00000089050
ENSG00000089351
ENSG00000090020
ENSG00000090266
ENSG00000090470
ENSG00000091986
ENSG00000095002
ENSG00000095139
ENSG00000097007
ENSG00000099308
ENSG00000099910
ENSG00000099995
ENSG00000100162
ENSG00000100271
ENSG00000100302
ENSG00000100311
ENSG00000100380
ENSG00000100422
ENSG00000100557
ENSG00000100906
ENSG00000100991
ENSG00000101082
ENSG00000101132
ENSG00000101251
ENSG00000101353
ENSG00000101452
ENSG00000101460
ENSG00000102572
ENSG00000102743
ENSG00000103061
ENSG00000103154
ENSG00000103199
ENSG00000103264
ENSG00000103343
ENSG00000104093
ENSG00000104299
ENSG00000104324
ENSG00000104427
ENSG00000104611
ENSG00000104812
ENSG00000104879
ENSG00000104918
ENSG00000105048
ENSG00000105088
ENSG00000105127
ENSG00000105221
ENSG00000105227
ENSG00000105352
ENSG00000105497
ENSG00000105771
ENSG00000105835
ENSG00000106004
ENSG00000106069
ENSG00000106105
ENSG00000106333
ENSG00000106404
ENSG00000106714
ENSG00000106785
ENSG00000106948
ENSG00000107021
ENSG00000107130
ENSG00000107485
ENSG00000107957
ENSG00000108179
ENSG00000108551
ENSG00000108773
ENSG00000108963
ENSG00000109084
ENSG00000109111
ENSG00000109943
ENSG00000110079
ENSG00000110448
ENSG00000110536
ENSG00000110713
ENSG00000111237
ENSG00000111319
ENSG00000111341
ENSG00000112118
ENSG00000112299
ENSG00000112305
ENSG00000112983
ENSG00000113048
ENSG00000113070
ENSG00000113758
ENSG00000114315
ENSG00000114648
ENSG00000114784
ENSG00000115129
ENSG00000115350
ENSG00000115425
ENSG00000115607
ENSG00000116128
ENSG00000116273
ENSG00000116455
ENSG00000116791
ENSG00000117242
ENSG00000117280
ENSG00000118515
ENSG00000118705
ENSG00000118707
ENSG00000118946
ENSG00000119048
ENSG00000119711
ENSG00000119772
ENSG00000119777
ENSG00000120129
ENSG00000120738
ENSG00000121236
ENSG00000121410
ENSG00000121716
ENSG00000121853
ENSG00000122557
ENSG00000122644
ENSG00000122861
ENSG00000123131
ENSG00000123353
ENSG00000123358
ENSG00000123689
ENSG00000124181
ENSG00000124214
ENSG00000124216
ENSG00000124391
ENSG00000124608
ENSG00000124731
ENSG00000124882
ENSG00000125166
ENSG00000125356
ENSG00000125384
ENSG00000125538
ENSG00000125657
ENSG00000125735
ENSG00000125818
ENSG00000125875
ENSG00000125968
ENSG00000125995
ENSG00000126861
ENSG00000126882
ENSG00000127129
ENSG00000127804
ENSG00000127838
ENSG00000127903
ENSG00000128886
ENSG00000128944
ENSG00000129048
ENSG00000129351
ENSG00000129353
ENSG00000129422
ENSG00000129480
ENSG00000129484
ENSG00000130066
ENSG00000130332
ENSG00000130433
ENSG00000130921
ENSG00000131115
ENSG00000131174
ENSG00000131196
ENSG00000131378
ENSG00000131459
ENSG00000131495
ENSG00000131504
ENSG00000132170
ENSG00000132478
ENSG00000132591
ENSG00000132670
ENSG00000132768
ENSG00000133872
ENSG00000134744
ENSG00000134755
ENSG00000135127
ENSG00000135404
ENSG00000135437
ENSG00000135441
ENSG00000135469
ENSG00000135821
ENSG00000136238
ENSG00000136261
ENSG00000136315
ENSG00000136634
ENSG00000136783
ENSG00000136807
ENSG00000136875
ENSG00000137054
ENSG00000137135
ENSG00000137393
ENSG00000137462
ENSG00000137558
ENSG00000137700
ENSG00000137831
ENSG00000138617
ENSG00000138621
ENSG00000138795
ENSG00000138801
ENSG00000139266
ENSG00000139437
ENSG00000139641
ENSG00000139990
ENSG00000139998
ENSG00000140379
ENSG00000140474
ENSG00000140488
ENSG00000140497
ENSG00000140688
ENSG00000140718
ENSG00000140743
ENSG00000140961
ENSG00000141076
ENSG00000141376
ENSG00000141510
ENSG00000141526
ENSG00000141682
ENSG00000141699
ENSG00000142444
ENSG00000143294
ENSG00000143384
ENSG00000143452
ENSG00000143499
ENSG00000143546
ENSG00000143669
ENSG00000143771
ENSG00000143878
ENSG00000143891
ENSG00000144120
ENSG00000144199
ENSG00000144406
ENSG00000144554
ENSG00000144647
ENSG00000144655
ENSG00000144736
ENSG00000145191
ENSG00000145217
ENSG00000145284
ENSG00000145777
ENSG00000146021
ENSG00000146216
ENSG00000146373
ENSG00000146425
ENSG00000147041
ENSG00000147140
ENSG00000147570
ENSG00000147872
ENSG00000147889
ENSG00000148248
ENSG00000148300
ENSG00000148396
ENSG00000148600
ENSG00000148795
ENSG00000148926
ENSG00000149136
ENSG00000149262
ENSG00000149480
ENSG00000150779
ENSG00000150787
ENSG00000151067
ENSG00000151503
ENSG00000151665
ENSG00000151692
ENSG00000152465
ENSG00000152939
ENSG00000153790
ENSG00000154027
ENSG00000154309
ENSG00000155090
ENSG00000155115
ENSG00000155324
ENSG00000157349
ENSG00000157404
ENSG00000157557
ENSG00000157827
ENSG00000157833
ENSG00000157856
ENSG00000157895
ENSG00000157978
ENSG00000158169
ENSG00000158428
ENSG00000158470
ENSG00000158525
ENSG00000158555
ENSG00000158786
ENSG00000158966
ENSG00000159079
ENSG00000159111
ENSG00000159164
ENSG00000159176
ENSG00000159202
ENSG00000159259
ENSG00000159388
ENSG00000159556
ENSG00000159713
ENSG00000160471
ENSG00000160691
ENSG00000160803
ENSG00000160818
ENSG00000160888
ENSG00000160953
ENSG00000161267
ENSG00000161281
ENSG00000161692
ENSG00000161835
ENSG00000162063
ENSG00000162241
ENSG00000162396
ENSG00000162520
ENSG00000162692
ENSG00000162783
ENSG00000162889
ENSG00000162894
ENSG00000163377
ENSG00000163468
ENSG00000163491
ENSG00000163584
ENSG00000163626
ENSG00000163694
ENSG00000163938
ENSG00000164037
ENSG00000164105
ENSG00000164120
ENSG00000164136
ENSG00000164258
ENSG00000164405
ENSG00000164821
ENSG00000164976
ENSG00000165066
ENSG00000165271
ENSG00000165349
ENSG00000165555
ENSG00000165694
ENSG00000165733
ENSG00000166183
ENSG00000166188
ENSG00000166343
ENSG00000166592
ENSG00000166664
ENSG00000166685
ENSG00000166840
ENSG00000166917
ENSG00000166920
ENSG00000167105
ENSG00000167112
ENSG00000167523
ENSG00000167554
ENSG00000167565
ENSG00000167994
ENSG00000167995
ENSG00000168010
ENSG00000168298
ENSG00000168661
ENSG00000168754
ENSG00000169085
ENSG00000169122
ENSG00000169271
ENSG00000169385
ENSG00000169397
ENSG00000169402
ENSG00000169554
ENSG00000169895
ENSG00000170037
ENSG00000170142
ENSG00000170260
ENSG00000170310
ENSG00000170345
ENSG00000170385
ENSG00000170469
ENSG00000170515
ENSG00000170631
ENSG00000170837
ENSG00000170855
ENSG00000170899
ENSG00000170915
ENSG00000170954
ENSG00000170956
ENSG00000171174
ENSG00000171223
ENSG00000171824
ENSG00000172247
ENSG00000172301
ENSG00000172350
ENSG00000172766
ENSG00000172893
ENSG00000172985
ENSG00000173064
ENSG00000173114
ENSG00000173153
ENSG00000173198
ENSG00000173334
ENSG00000173451
ENSG00000173714
ENSG00000173811
ENSG00000173846
ENSG00000173960
ENSG00000174080
ENSG00000174307
ENSG00000174807
ENSG00000175048
ENSG00000175197
ENSG00000175470
ENSG00000175592
ENSG00000177098
ENSG00000177406
ENSG00000177738
ENSG00000178381
ENSG00000178726
ENSG00000178896
ENSG00000179222
ENSG00000179388
ENSG00000179981
ENSG00000180346
ENSG00000180628
ENSG00000181894
ENSG00000181991
ENSG00000182253
ENSG00000182389
ENSG00000182853
ENSG00000182979
ENSG00000183011
ENSG00000183336
ENSG00000183604
ENSG00000183617
ENSG00000183648
ENSG00000183691
ENSG00000183914
ENSG00000184009
ENSG00000184260
ENSG00000184545
ENSG00000184557
ENSG00000185404
ENSG00000185432
ENSG00000185433
ENSG00000185513
ENSG00000186010
ENSG00000186174
ENSG00000186496
ENSG00000186594
ENSG00000186716
ENSG00000186810
ENSG00000186973
ENSG00000187862
ENSG00000188242
ENSG00000188312
ENSG00000188676
ENSG00000188766
ENSG00000189043
ENSG00000189190
ENSG00000196154
ENSG00000196371
